,Title,Budget,Revenue,Rating
11924,The 39 Steps,"£50,000 (estimated)","$52,510",7.6
11925,Stars in My Crown,"$1,175,000 (estimated)",,7.4
11926,Below Deck (TV Series ,,,7.5
11927,The Look of Love,,"$1,318,468",6.0
11928,When Worlds Collide,"$936,000 (estimated)",,6.6
11929,Ice Princess,,"$27,645,491",6.0
11930,Chloe,"$14,000,000 (estimated)","$13,657,649",6.3
11931,Delicacy,"€7,000,000 (estimated)","$11,597,420",6.6
11932,A Fish Called Wanda,"$7,500,000 (estimated)","$62,493,712",7.5
11933,Simple Simon,,"$3,476,910",7.0
11934,The Longshots,"$23,000,000 (estimated)","$11,767,866",5.6
11935,The Transporter,"$21,000,000 (estimated)","$43,928,932",6.8
11936,Independence Day,"$75,000,000 (estimated)","$817,400,891",7.0
11937,Lazer Team,"$2,480,421 (estimated)","$1,406,538",5.5
11938,The Fighter,"$25,000,000 (estimated)","$129,190,869",7.8
11939,The Butterfly Effect,"$13,000,000 (estimated)","$96,822,421",7.6
11940,Maze Runner: The Scorch Trials,"$61,000,000 (estimated)","$312,296,056",6.3
11941,Zoom,"$35,000,000 (estimated)","$12,506,362",4.4
11942,Blow Out,"$18,000,000 (estimated)","$12,000,754",7.4
11943,Aftermath,,,5.9
11944,First Spaceship on Venus,,,4.6
11945,The Reluctant Astronaut,"$1,000,000 (estimated)",,6.3
11946,The Toxic Avenger Part II,"$2,300,000 (estimated)","$792,966",5.0
11947,My Week with Marilyn,"£6,400,000 (estimated)","$35,057,696",6.9
11948,Shrek 2,"$150,000,000 (estimated)","$932,169,342",7.3
11949,Sleeping Sickness,,"$245,317",6.2
11950,Why We Fight,,"$1,439,972",8.0
11951,There Was a Crooked Man...,,"$15,160",6.8
11952,City of Hope,"$3,000,000 (estimated)","$1,345,015",7.3
11953,Leprechaun 2,"$2,000,000 (estimated)","$2,260,622",4.6
11954,The Drowning Pool,"$2,700,000 (estimated)",,6.5
11955,Hop,"$63,000,000 (estimated)","$184,367,665",5.4
11956,The Walking Dead: The Ones Who Live (TV Serie,,,8.1
11957,The Illusionist,"$16,500,000 (estimated)","$87,892,388",7.5
11958,Asura,,"$18,300,843",6.7
11959,Midsummer Night (TV Mini Series ,,,6.7
11960,The Love Guru,"$62,000,000 (estimated)","$40,877,556",3.8
11961,Tsar,,"$5,474,562",6.8
11962,Not Another Happy Ending,,,6.1
11963,The Teacher's Diary,,"$3,543,089",7.8
11964,Maps to the Stars,"$15,000,000 (estimated)","$4,510,934",6.2
11965,The Parent Trap,,"$92,146,310",6.6
11966,Catch That Kid,"$12,000,000 (estimated)","$16,951,702",5.2
11967,Lemon Popsicle,,,6.4
11968,The Second Best Exotic Marigold Hotel,"$10,000,000 (estimated)","$85,979,176",6.5
11969,,,,
11970,Forget Me Not,"$1,300,000 (estimated)",,5.1
11971,Drunken Master,,,7.4
11972,Dim the Fluorescents,,,5.5
11973,Red Riding: The Year of Our Lord 1983 (TV Movi,,,7.1
11974,State of Grace,"$18,000,000 (estimated)","$1,911,542",7.2
11975,Delivery Man,"$26,000,000 (estimated)","$53,120,346",6.3
11976,The Man Who Killed Don Quixote,"€17,000,000 (estimated)","$2,433,457",6.3
11977,King Kong: The Official Game of the Movie (Video Gam,,,7.4
11978,The Usual Suspects,"$6,000,000 (estimated)","$23,341,568",8.5
11979,Into the Night (TV Series 202,,,7.0
11980,Sleepaway Camp III: Teenage Wasteland,"$450,000 (estimated)",,5.0
11981,The Unbearable Lightness of Being,"$17,000,000 (estimated)","$10,006,806",7.3
11982,The Mask of Zorro,"$95,000,000 (estimated)","$250,288,523",6.8
11983,Lone Wolf and Cub: Baby Cart to Hades,,,7.5
11984,Zaytoun,"$8,000,000 (estimated)","$177,753",6.6
11985,The Entertainment System ,,,
11986,Private Resort,,"$331,816",5.2
11987,See Spot Run,"$35,000,000 (estimated)","$43,057,552",5.4
11988,Shoeshine,"$1,000,000 (estimated)",,8.0
11989,Tomorrow Never Dies,"$110,000,000 (estimated)","$333,011,068",6.5
11990,The Pride of the Yankees,,,7.6
11991,Age of Consent,,,6.3
11992,Easy Money,,"$29,309,766",6.2
11993,To Our Loves,,"$2,575",7.1
11994,White Tiger,"$11,000,000 (estimated)","$3,427,641",6.1
11995,The Story of Park's Marriage Contract (TV Series ,,,7.5
11996,The Night of the Iguana,"$3,000,000 (estimated)","$4,357",7.6
11997,Designing Woman,,,6.7
11998,Dunkirk,"$100,000,000 (estimated)","$530,432,122",7.8
11999,Arthur 3: The War of the Two Worlds,"€65,000,000 (estimated)","$33,885,979",5.5
12000,Very Good Girls,,"$10,963",5.9
12001,I Capture the Castle,"$8,000,000 (estimated)","$6,586,341",6.8
12002,Thrashin',,,6.5
12003,The Secret Agent Club,,,3.4
12004,Stop-Loss,"$25,000,000 (estimated)","$11,212,953",6.4
12005,The Adventures of Robin Hood,"$1,900,000 (estimated)",,7.9
12006,Hot Shots! Part Deux,"$25,000,000 (estimated)","$133,752,825",6.6
12007,Big Momma's House,"$30,000,000 (estimated)","$173,959,438",5.2
12008,White Palace,,"$17,487,531",6.5
12009,Free Fire,"£5,500,000 (estimated)","$3,719,383",6.3
12010,The Mission,"$24,500,000 (estimated)","$17,503,446",7.4
12011,Paulette,,"$14,692,743",6.6
12012,The Deceived (TV Serie,,,5.9
12013,When Do We Eat?,,"$431,513",5.8
12014,The Meddler,"$3,200,000 (estimated)","$5,427,719",6.3
12015,"Bruce Lee, My Brother","$7,300,000 (estimated)","$3,447,642",6.4
12016,"Easy Come, Easy Go","$2,000,000 (estimated)",,5.2
12017,Take Me Home Tonight,"$23,000,000 (estimated)","$7,550,073",6.3
12018,Raining Stones,,"$90,602",7.3
12019,Office Uprising,"$2,500,000 (estimated)","$165,623",5.7
12020,Bugsy Malone,"£575,000 (estimated)","$2,838,654",6.8
12021,Anti Matter,,"$22,384",5.7
12022,Amen (TV Series 198,,,6.8
12023,Charlie Bartlett,"$12,000,000 (estimated)","$5,254,986",6.9
12024,Pitch Perfect 3,"$45,000,000 (estimated)","$185,400,345",5.8
12025,House at the End of the Street,"$10,000,000 (estimated)","$44,287,131",5.5
12026,The Godfather,"$6,000,000 (estimated)","$250,342,030",9.2
12027,The Lego Movie,"$60,000,000 (estimated)","$470,759,687",7.7
12028,Cannery Row,"$11,300,000 (estimated)","$5,301,539",6.6
12029,Anchorman: The Legend of Ron Burgundy,"$26,000,000 (estimated)","$90,710,375",7.1
12030,Dredd,"$50,000,000 (estimated)","$41,037,742",7.1
12031,Arth,,,7.8
12032,Fill the Void,,"$3,197,615",6.7
12033,The Blind Swordsman: Zatoichi,,"$34,196,922",7.5
12034,The Disorderly Orderly,,,6.3
12035,Superman IV: The Quest for Peace,"$17,000,000 (estimated)","$30,281,020",3.7
12036,The Adventures of Buckaroo Banzai Across the 8th Dimension,,"$6,254,148",6.2
12037,Michael Clayton,"$25,000,000 (estimated)","$92,991,835",7.2
12038,Subway,"FRF 17,000,000 (estimated)","$390,659",6.5
12039,Mixed Nuts,"$15,000,000 (estimated)","$6,821,850",5.4
12040,Big Trouble in Little China,"$25,000,000 (estimated)","$11,102,672",7.2
12041,Clean and Sober,,"$8,674,093",6.7
12042,Solo Leveling (TV Series ,,,8.4
12043,Moon Over Parador,"$20,000,000 (estimated)","$11,444,204",6.0
12044,Kamikaze Girls,,"$5,290,748",7.2
12045,My World,,"$7,406,037",7.5
12046,Hyde Park on Hudson,,"$10,980,481",5.9
12047,Phantasm: Ravager,,,4.9
12048,Knight of Cups,,"$1,026,288",5.6
12049,The Thaw (TV Series ,,,6.8
12050,Gushing Over Magical Girls (TV Series ,,,7.1
12051,Flash Gordon,"$20,000,000 (estimated)","$27,185,209",6.5
12052,Yeh Dil Maange More (TV Series 202,,,7.9
12053,Carve Her Name with Pride,,,7.2
12054,The Return of Frank James,,,6.6
12055,Jennifer's Body,"$16,000,000 (estimated)","$31,558,043",5.5
12056,A Better Way to Die,"$2,100,000 (estimated)",,5.5
12057,Vanilla Sky,"$68,000,000 (estimated)","$203,388,341",6.9
12058,Sunset Song,,"$1,302,482",6.4
12059,So I Married an Axe Murderer,"$20,000,000 (estimated)","$11,585,483",6.5
12060,Alias Betty,"FRF 50,000,000 (estimated)","$676,239",6.9
12061,Marlowe,,"$6,377,603",5.3
12062,Phantom of the Paradise,"$1,300,000 (estimated)","$1,700",7.3
12063,They Call Me Mister Tibbs!,,,6.0
12064,How About You,"$9,000,000 (estimated)","$802,321",6.6
12065,Goodbye to All That,,"$16,986",5.3
12066,Symbiopsychotaxiplasm: Take One,,,7.2
12067,Cool Hand Luke,"$3,200,000 (estimated)",$126,8.1
12068,Fair Game,"$50,000,000 (estimated)","$11,534,477",4.4
12069,The Night Before,,,6.1
12070,The Perfect Storm,"$140,000,000 (estimated)","$328,718,434",6.5
12071,Cross of Iron,"$6,000,000 (estimated)",$201,7.4
12072,Action in the North Atlantic,,,7.0
12073,Weekend at Bernie's,,"$30,218,387",6.4
12074,Tangerine,"$100,000 (estimated)","$840,099",7.1
12075,Around the Bend,,"$579,350",6.4
12076,Fifty Shades Freed,"$55,000,000 (estimated)","$371,985,018",4.5
12077,1987: When the Day Comes,"₩15,000,000,000 (estimated)","$53,834,292",7.8
12078,Kull the Conqueror,"$30,000,000 (estimated)","$6,112,613",4.8
12079,Hubble,,"$74,996,938",7.6
12080,Better Living Through Chemistry,"$5,000,000 (estimated)","$120,823",6.2
12081,Ong-Bak: The Thai Warrior,,"$20,235,426",7.1
12082,Talk to Her,,"$64,826,117",7.9
12083,The Lodger: A Story of the London Fog,"£12,000 (estimated)","$83,568",7.3
12084,Acrimony,"$20,000,000 (estimated)","$46,403,669",5.9
12085,Neverlake,,,5.3
12086,Zootopia,"$150,000,000 (estimated)","$1,025,521,689",8.0
12087,Puerto Ricans in Paris,,"$102,890",5.4
12088,Behind Enemy Lines,"$40,000,000 (estimated)","$91,753,202",6.4
12089,The Cloverfield Paradox,"$45,000,000 (estimated)",,5.5
12090,About Dry Grasses,"€3,500,000 (estimated)","$2,276,689",7.8
12091,Solstice,,"$2,657,705",5.3
12092,Every Man for Himself,,"$47,262",6.6
12093,The Texas Chain Saw Massacre,"$140,000 (estimated)","$30,861,288",7.4
12094,The Secret of the Grain,,"$14,776,783",7.4
12095,Summer Wars,,"$18,434,328",7.4
12096,What a Way to Go!,"$20,000,000 (estimated)",,6.9
12097,Our Little Sister,,"$15,946,109",7.5
12098,Resident Evil: Retribution,"$65,000,000 (estimated)","$240,159,255",5.3
12099,A Murder at the End of the World (TV Mini Serie,,,7.1
12100,Tupac: Resurrection,"$300,000 (estimated)","$7,808,524",7.9
12101,Recoil,,,5.2
12102,Aurore,"CA$7,000,000 (estimated)",,7.3
12103,The Devil's Doorway,,"$516,660",5.3
12104,A Stranger Among Us,"$18,000,000 (estimated)","$12,282,994",5.6
12105,The Hound of the Baskervilles,,,6.9
12106,One Flew Over the Cuckoo's Nest,"$3,000,000 (estimated)","$109,114,987",8.7
12107,Mad Dog Time,"$8,000,000 (estimated)","$107,874",5.4
12108,Khelein Hum Jee Jaan Sey,,"$1,450,514",5.8
12109,Prometheus,"$130,000,000 (estimated)","$403,354,469",7.0
12110,The Hidden Fortress,,"$46,808",8.1
12111,Killers of the Flower Moon,"$200,000,000 (estimated)","$157,026,901",7.6
12112,Killer Klowns from Outer Space,"$2,000,000 (estimated)",$745,6.2
12113,Thunderstruck,,"$587,211",5.1
12114,Dodsworth,,,7.7
12115,"Ultramarines: A Warhammer 40,000 Movie",,,5.6
12116,Casino Jack,"$12,500,000 (estimated)","$1,230,933",6.2
12117,The Snowman,"$35,000,000 (estimated)","$43,155,261",5.2
12118,X-Men: The Animated Series (TV Series 199,,,8.4
12119,My Life in Ruins,"$17,000,000 (estimated)","$20,458,873",5.9
12120,Hard Boiled,"$4,500,000 (estimated)",,7.7
12121,The Man in the White Suit,,"$8,933",7.3
12122,Murder Most Foul,,,7.1
12123,Eight Men Out,"$6,000,000 (estimated)","$5,680,515",7.2
12124,Citizen Kane,"$839,727 (estimated)","$1,702,325",8.3
12125,White Hunter Black Heart,"$24,000,000 (estimated)","$2,319,124",6.5
12126,Kismet,"$2,692,960 (estimated)",,6.3
12127,Urban Cowboy,,"$46,918,287",6.4
12128,El Alamein - The Line of Fire,,"$975,881",7.1
12129,The Crimson Rivers,"$14,000,000 (estimated)","$60,103,680",6.9
12130,Basket Case,"$35,000 (estimated)",,6.2
12131,Ashanti,,,5.4
12132,Awaara,,,7.8
12133,Bulletproof Monk,"$52,000,000 (estimated)","$37,713,879",5.5
12134,The Road to Wellville,"$25,000,000 (estimated)","$6,562,513",5.9
12135,The Good Lie,"$20,000,000 (estimated)","$3,396,345",7.4
12136,A Million Ways to Die in the West,"$40,000,000 (estimated)","$87,189,756",6.1
12137,Kill the Irishman,"$12,000,000 (estimated)","$1,188,194",7.0
12138,You Were Never Really Here,,"$9,360,514",6.7
12139,Claire's Knee,,"$5,112",7.5
12140,From Straight A's to XXX (TV Movi,,,5.2
12141,Merrily We Go to Hell,,,6.9
12142,Hate Crime,,,4.1
12143,Behind Blue Skies,,"$2,921,178",6.6
12144,Isadora,,,6.9
12145,Made in France,,"$9,956",6.2
12146,Dil Se..,,,7.5
12147,In the Cut,"$12,000,000 (estimated)","$23,726,793",5.4
12148,Kommandør Treholt & ninjatroppen,"NOK 17,900,000 (estimated)","$354,282",5.0
12149,American History X,"$20,000,000 (estimated)","$23,875,714",8.5
12150,Middle Men,"$20,000,000 (estimated)","$754,301",6.8
12151,I Never Sang for My Father,,,7.4
12152,Together: Treble Winners (TV Serie,,,7.4
12153,Yaariyan 2,"₹1,000,000,000 (estimated)","$5,761",5.3
12154,The Day of the Locust,,,6.9
12155,Mary of Scotland,,,6.3
12156,The Blair Witch Project,"$60,000 (estimated)","$248,639,099",6.5
12157,"All's Well, Ends Well",,,7.2
12158,The Invisible War,,"$71,968",7.6
12159,Na Tum Jaano Na Hum,"₹180,000,000 (estimated)","$251,877",4.9
12160,Swing Shift,"$15,000,000 (estimated)","$6,650,206",5.9
12161,Anna,"€30,690,000 (estimated)","$31,626,978",6.6
12162,Bend of the River,,"$5,194",7.2
12163,The Big Feast,,,7.1
12164,What's the Matter with Helen?,,,6.3
12165,Jamaica Inn,,,6.3
12166,I've Heard the Mermaids Singing,"CA$362,000 (estimated)","$1,415,394",6.7
12167,The Vanishing,,,7.7
12168,The Hurricane,"$50,000,000 (estimated)","$73,956,241",7.6
12169,3 Ninjas: High Noon at Mega Mountain,,"$375,805",3.0
12170,Secret Sunshine,,"$11,583,380",7.5
12171,Belphegor: Phantom of the Louvre,"FRF 105,000,000 (estimated)","$2,863,896",4.5
12172,Women Without Men,,"$987,871",6.3
12173,James Bond 007: Everything or Nothing (Video Gam,,,7.9
12174,Cooties,,"$485,544",5.7
12175,Karzzzz,,"$4,197,137",2.3
12176,Lemon Tree,,"$7,387,488",7.3
12177,All Together Now,,,6.5
12178,Pardners,,,6.1
12179,After Midnight (TV Series ,,,6.6
12180,Top Secret!,"$9,000,000 (estimated)","$20,458,340",7.2
12181,Captains Courageous,"$1,645,000 (estimated)",,7.9
12182,Bullet to the Head,"$45,000,000 (estimated)","$21,947,209",5.7
12183,Double Suicide,,,7.6
12184,Coffy,"$500,000 (estimated)",,6.8
12185,It Stains the Sands Red,,"$3,599",5.5
12186,Wish I Was Here,"$6,000,000 (estimated)","$5,670,776",6.6
12187,Crazy Kind of Love,"$4,000,000 (estimated)",,5.8
12188,"Faraway, So Close!","$10,500,000 (estimated)","$810,455",7.2
12189,The Crazies,"$20,000,000 (estimated)","$54,806,823",6.5
12190,Wee Willie Winkie,,,6.9
12191,The Fox and the Hound,"$12,000,000 (estimated)","$63,456,988",7.2
12192,Murderous Maids,,"$225,390",6.8
12193,The Family Man,"$60,000,000 (estimated)","$124,745,083",6.8
12194,Telstar: The Joe Meek Story,"£1,250,000 (estimated)","$109,339",6.4
12195,Arctic Blast,"A$5,000,000 (estimated)",,3.9
12196,Mere Dad Ki Maruti,,"$1,925,068",6.4
12197,Dragon Ball Z: Broly - The Legendary Super Saiyan,,"$658,982",7.4
12198,Pathology,"$8,000,000 (estimated)","$3,234,706",5.9
12199,The Last Mistress,"$6,000,000 (estimated)","$1,831,577",6.2
12200,Magic Carpet Ride,,"$14,188,490",7.4
12201,Catch Me If You Can,"$52,000,000 (estimated)","$352,114,312",8.1
12202,My Friend Dahmer,,"$1,436,751",6.2
12203,The Holiday,"$85,000,000 (estimated)","$205,891,960",6.9
12204,Let it Rain,,"$10,134,366",6.1
12205,Parugu,,,7.1
12206,Donovan's Brain,,,5.9
12207,The Women on the 6th Floor,"€7,000,000 (estimated)","$27,533,970",7.1
12208,X2,"$110,000,000 (estimated)","$407,711,549",7.4
12209,xXx: State of the Union,"$113,000,000 (estimated)","$71,410,636",4.5
12210,The Bodyguard from Beijing,,,6.4
12211,Star Trek: Strange New Worlds (TV Series ,,,8.3
12212,Analyze That,"$60,000,000 (estimated)","$55,003,135",5.9
12213,Miracle in Milan,,$435,7.6
12214,Department Q: The Absent One,"DKK 39,000,000 (estimated)","$11,536,119",7.1
12215,Nighthawks,"$5,000,000 (estimated)","$19,905,359",6.3
12216,Sin City: A Dame to Kill For,"$65,000,000 (estimated)","$39,407,616",6.5
12217,Attila (TV Mini Serie,,,6.6
12218,Lars and the Real Girl,"$12,000,000 (estimated)","$11,293,663",7.3
12219,Permanent Midnight,,"$1,171,001",6.2
12220,Back to the Future,"$19,000,000 (estimated)","$384,577,472",8.5
12221,Nitro Circus: The Movie,,"$4,174,269",6.6
12222,The Starving Games,"$4,999,278 (estimated)","$3,906,308",3.2
12223,Topaz,"$4,000,000 (estimated)",$88,6.2
12224,Into the Blue 2: The Reef (Vide,,,4.7
12225,Into the Woods,"$50,000,000 (estimated)","$212,902,959",5.9
12226,Scary Movie,"$19,000,000 (estimated)","$278,019,771",6.3
12227,The Fantastic Four,,,
12228,National Velvet,,,7.3
12229,Awarapan,,"$3,811,744",7.4
12230,Hibernatus,,,6.6
12231,Cliffhanger,"$70,000,000 (estimated)","$255,000,211",6.5
12232,Quills,"$13,500,000 (estimated)","$17,989,227",7.2
12233,Slender Man,"$10,000,000 (estimated)","$51,738,549",3.3
12234,Imperial Dreams,,,6.7
12235,Spiral,"$2,900,000 (estimated)",,5.2
12236,Hoosiers,"$6,000,000 (estimated)","$28,607,524",7.4
12237,St. Elsewhere (TV Series 198,,,8.0
12238,Chromeskull: Laid to Rest 2,,,5.0
12239,Upside Down,"$60,000,000 (estimated)","$22,187,813",6.3
12240,The Cider House Rules,"$24,000,000 (estimated)","$88,545,092",7.4
12241,From Beyond,"$4,500,000 (estimated)","$1,261,000",6.6
12242,Double Trouble,,,7.1
12243,Blood Simple,"$1,500,000 (estimated)","$4,229,114",7.5
12244,Winter in Wartime,"€4,000,000 (estimated)","$9,275,806",7.0
12245,Just Like Heaven,"$58,000,000 (estimated)","$102,854,431",6.7
12246,Eulogy,"$6,500,000 (estimated)","$89,781",6.4
12247,Amistad,"$36,000,000 (estimated)","$44,229,441",7.3
12248,The Kentucky Fried Movie,"$600,000 (estimated)",,6.4
12249,Adrift,"$35,000,000 (estimated)","$59,945,012",6.6
12250,Amar Prem,"$40,000 (estimated)",,4.6
12251,Whitney Houston: I Wanna Dance with Somebody,"$45,000,000 (estimated)","$59,806,881",6.6
12252,The Dark Knight Rises,"$250,000,000 (estimated)","$1,085,289,416",8.4
12253,NH 10,,"$303,587",7.2
12254,Govindudu Andari Vaadele,,"₹416,500,000",5.7
12255,Dance with the Devil,,,6.2
12256,Charlie Chan at the Olympics,,,7.0
12257,Equinox Flower,,"$18,039",7.8
12258,Truth or Dare,"$3,500,000 (estimated)","$95,330,710",5.2
12259,American Assassin,"$33,000,000 (estimated)","$67,234,188",6.2
12260,The Face of Fu Manchu,,,5.8
12261,The Social Dilemma,,,7.6
12262,101 Dalmatians,"$75,000,000 (estimated)","$320,689,294",5.7
12263,"Kiki, Love to Love",,"$7,551,282",6.4
12264,A Christmas Carol,"$200,000,000 (estimated)","$325,286,646",6.8
12265,The White Storm 3: Heaven or Hell,"HK$300,000,000 (estimated)","$1,530,014",5.8
12266,The Year My Parents Went on Vacation,"R$3,000,000 (estimated)","$3,218,370",7.4
12267,Twinkling Watermelon (TV Series ,,,8.9
12268,The Good German,"$32,000,000 (estimated)","$5,914,908",6.0
12269,Happy Christmas,"$70,000 (estimated)","$30,312",5.4
12270,Jessabelle,,"$6,998,359",5.4
12271,Hellbent,,"$183,066",5.5
12272,The Visitors: Bastille Day,"€24,754,646 (estimated)","$18,552,314",4.6
12273,Stations of the Cross,,"$74,509",7.4
12274,44 Inch Chest,,"$294,245",5.8
12275,The Barretts of Wimpole Street,,,6.9
12276,Inland Empire,,"$4,304,157",6.8
12277,Klown Forever,,"$7,585,569",6.2
12278,Drive-Away Dolls,,"$6,826,057",5.5
12279,Even Cowgirls Get the Blues,"$8,000,000 (estimated)","$1,708,873",4.3
12280,That Girl in Yellow Boots,,,6.6
12281,Gun Crazy,"$400,000 (estimated)","$17,322",7.6
12282,Strawberries in the Supermarket,,"$77,586",6.4
12283,The Woman Next Door,,$509,7.2
12284,Casey Anthony's Parents: The Lie Detector Test (TV Specia,,,6.9
12285,Spider-Man: Across the Spider-Verse,"$150,000,000 (estimated)","$690,897,910",8.6
12286,Terminator 2: Judgment Day,"$102,000,000 (estimated)","$520,881,154",8.6
12287,Antibodies,"€1,900,000 (estimated)","$891,133",6.9
12288,The Longest Week,,"$46,460",5.4
12289,Shaun the Sheep Movie,"$25,000,000 (estimated)","$106,215,457",7.3
12290,Carry on Matron,,,6.2
12291,A Woman in Berlin,,"$1,863,939",7.0
12292,The 6th Day,"$82,000,000 (estimated)","$96,085,477",5.9
12293,Moloch,,"$558,917",6.0
12294,Sonatine,,"$58,834",7.5
12295,Headhunters,"NOK 30,300,000 (estimated)","$19,387,088",7.5
12296,Brimstone,"€12,000,000 (estimated)","$2,140,941",7.0
12297,Ip Man: The Final Fight,,"$3,967,001",6.1
12298,Mother India,,,7.8
12299,The Matchbreaker,,,5.6
12300,Jan Dara,,"$1,144,132",6.0
12301,Ali Zaoua: Prince of the Streets,,"$6,520",7.3
12302,The Croods,"$135,000,000 (estimated)","$587,266,745",7.1
12303,Hart's War,"$70,000,000 (estimated)","$32,287,044",6.3
12304,The Story of Luke,"$2,500,000 (estimated)",,7.1
12305,Duel at Sundown,,,5.7
12306,Butch Cassidy and the Sundance Kid,"$6,000,000 (estimated)","$102,311,305",8.0
12307,Simple Men,"$3,000,000 (estimated)","$143,010",7.1
12308,Scary or Die,,,4.0
12309,August Rush,"$30,000,000 (estimated)","$66,122,026",7.4
12310,Serial Bad Weddings,"$13,000,000 (estimated)","$176,404,493",7.0
12311,Alien: Isolation (Video Gam,,,8.6
12312,Lady Macbeth,"£500,000 (estimated)","$5,343,632",6.8
